"date","location","deaths","injuries","description","date_string","day_of_week","month","year","state"
"2002-10-28","Tucson, Arizona","4","0","Failing nursing college student and <a href='https://en.wikipedia.org/wiki/Gulf_War' title='Gulf War'>Gulf War</a> veteran, 40-year-old Robert Stewart Flores Jr., killed three assistant professors of nursing at the <a href='https://en.wikipedia.org/wiki/University_of_Arizona' title='University of Arizona'>University of Arizona</a>, 50-year-old Robin Rogers, 44-year-old Cheryl McGaffic, and 45-year-old Barbara Monroe, before turning the gun on himself.<sup id='cite_ref-329' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-329'>[329]</a></sup>","October 28, 2002","Monday","October","2002","Arizona"
"2002-10-29","Jersey City, New Jersey","0","1","A 15-year-old student was shot in the abdomen and wounded inside a basement of <a href='https://en.wikipedia.org/wiki/Lincoln_High_School_(Jersey_City,_New_Jersey)' class='mw-redirect' title='Lincoln High School (Jersey City, New Jersey)'>Lincoln High School</a>, during an argument with another student. Another 15-year-old student was arrested and charged with attempted murder.<sup id='cite_ref-330' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-330'>[330]</a></sup>","October 29, 2002","Tuesday","October","2002","New Jersey"
"2003-04-14","New Orleans, Louisiana","1","3","<a href='https://en.wikipedia.org/wiki/John_McDonogh_High_School_shooting' title='John McDonogh High School shooting'>John McDonogh High School shooting</a>. 18-year-old Steven Williams, and 17-year-old James Tate opened fire with an <a href='https://en.wikipedia.org/wiki/AK-47' title='AK-47'>AK-47</a> and a handgun in the gymnasium of <a href='https://en.wikipedia.org/wiki/John_McDonogh_High_School' title='John McDonogh High School'>John McDonogh High School</a>, killing a 15-year-old student and wounding three female students. Williams was sentenced to life imprisonment, and Tate was sentenced to fifteen years.<sup id='cite_ref-331' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-331'>[331]</a></sup><sup id='cite_ref-332' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-332'>[332]</a></sup><sup id='cite_ref-FOOTNOTEFinley2011684-685_333-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEFinley2011684-685-333'>[333]</a></sup>","April 14, 2003","Monday","April","2003","Louisiana"
"2003-04-24","Red Lion, Pennsylvania","2","0","14-year-old student James Sheets, entered Red Lion Area Junior High School armed with his stepfather's pistols. He killed the school's principal, Eugene Segro, before killing himself.<sup id='cite_ref-334' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-334'>[334]</a></sup><sup id='cite_ref-FOOTNOTEFinley2011683_335-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEFinley2011683-335'>[335]</a></sup>","April 24, 2003","Thursday","April","2003","Pennsylvania"
"2003-05-09","Cleveland, Ohio","1","2","On May 9, 2003, Biswanath Halder, a 62-year-old business school alumnus of Case Western Reserve University, killed a graduate student and wounded a professor and another student using a semi-automatic rifle. He held the building and its nearly 100 occupants hostage for seven hours before being apprehended by a SWAT team. He was sentenced to life in prison.<sup id='cite_ref-336' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-336'>[336]</a></sup><sup id='cite_ref-FOOTNOTEFinley2011680_337-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEFinley2011680-337'>[337]</a></sup>","May 9, 2003","Friday","May","2003","Ohio"
"2003-09-24","Cold Spring, Minnesota","2","0","<a href='https://en.wikipedia.org/wiki/Rocori_High_School_shooting' title='Rocori High School shooting'>Rocori High School shooting</a>: 15-year-old John Jason McLaughlin, shot 15-year-old freshman Seth Bartell and 17-year-old senior Aaron Rollins at <a href='https://en.wikipedia.org/wiki/Rocori_High_School' title='Rocori High School'>Rocori High School</a>. Rollins was killed immediately, and Bartell died from his wounds sixteen days later. McLaughlin was sentenced to life in prison with the chance of parole in 2038.<sup id='cite_ref-FOOTNOTEDavies2008152_312-2' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEDavies2008152-312'>[312]</a></sup>","September 24, 2003","Wednesday","September","2003","Minnesota"
"2004-02-02","Washington, D.C.","1","0","Thomas J. Boykin was acquitted of the murder of 17-year-old James Richardson, a football player at Ballou High School in Southeast Washington.<sup id='cite_ref-338' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-338'>[338]</a></sup>","February 2, 2004","Monday","February","2004","D.C."
"2004-02-09","East Greenbush, New York","0","1","Jon W. Romano in <a href='https://en.wikipedia.org/wiki/East_Greenbush,_New_York' title='East Greenbush, New York'>East Greenbush, New York</a> fired two rounds from a shotgun, wounding one teacher. He was tackled by the assistant principal and charged with one count of attempted murder.<sup id='cite_ref-339' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-339'>[339]</a></sup>","February 9, 2004","Monday","February","2004","New York"
"2004-05-07","Randallstown, Maryland","0","4","Two students were charged with a school shooting that arose from a dispute after a basketball game at Randallstown High School. Four persons were injured, two seriously. One student was paralyzed from the waist down.<sup id='cite_ref-340' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-340'>[340]</a></sup>","May 7, 2004","Friday","May","2004","Maryland"
"2005-02-08","Chicago, Illinois","0","1","An 18-year-old student at <a href='https://en.wikipedia.org/wiki/Bowen_High_School_(Chicago)' title='Bowen High School (Chicago)'>Bowen High School</a> was shot in the leg as she left the school around 2:30&#160;p.m.<sup id='cite_ref-341' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-341'>[341]</a></sup>","February 8, 2005","Tuesday","February","2005","Illinois"
"2005-03-02","Dover, Tennessee","1","0","14-year-old Jason Clinard, killed his bus driver, 47-year-old Joyce Gregory, as she stopped to pick him up. Gregory had earlier reported Clinard for using snuff on the school bus. Clinard was given a life sentence.<sup id='cite_ref-342' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-342'>[342]</a></sup>","March 2, 2005","Wednesday","March","2005","Tennessee"
"2005-03-21","Red Lake, Minnesota","10","7","<a href='https://en.wikipedia.org/wiki/Red_Lake_shootings' title='Red Lake shootings'>Red Lake shootings</a>: 16-year-old student <a href='https://en.wikipedia.org/wiki/Jeffrey_Weise' class='mw-redirect' title='Jeffrey Weise'>Jeffrey Weise</a>, killed his grandfather and grandfather's companion at their home, where he had been living, at the <a href='https://en.wikipedia.org/wiki/Red_Lake_Indian_Reservation' title='Red Lake Indian Reservation'>Red Lake Indian Reservation</a>. He drove to <a href='https://en.wikipedia.org/wiki/Red_Lake_Senior_High_School' title='Red Lake Senior High School'>Red Lake Senior High School</a>. Armed with his grandfather's police weapons, Weise killed five students, one teacher, and one security guard, wounding seven others, before committing suicide.<sup id='cite_ref-343' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-343'>[343]</a></sup>","March 21, 2005","Monday","March","2005","Minnesota"
"2005-09-13","Chicago, Illinois","0","1","At <a href='https://en.wikipedia.org/wiki/Harlan_Community_Academy_High_School' title='Harlan Community Academy High School'>Harlan Community Academy High School</a>, a fight broke out between two 15-year-old boys in the gymnasium. Christopher Huff took out a pistol, shooting the other youth in the leg. A police officer on duty at the school arrested the gunman. The suspected shooter was charged as an adult with aggravated battery with a firearm.<sup id='cite_ref-344' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-344'>[344]</a></sup>","September 13, 2005","Tuesday","September","2005","Illinois"
"2005-11-08","Jacksboro, Tennessee","1","2","<a href='https://en.wikipedia.org/wiki/Campbell_County_High_School_shooting' title='Campbell County High School shooting'>Campbell County High School shooting</a>: Inside the <a href='https://en.wikipedia.org/wiki/Campbell_County_Comprehensive_High_School' title='Campbell County Comprehensive High School'>Campbell County High School</a> office, 15-year-old Kenneth Bartley, shot the school principal, Gary Seale. He shot assistant principals Ken Bruce and Jim Pierce. Bruce later died from his wound. Bartley was sentenced to forty-five years in prison with chance of parole after twenty-nine years.<sup id='cite_ref-345' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-345'>[345]</a></sup><sup id='cite_ref-346' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-346'>[346]</a></sup><sup id='cite_ref-FOOTNOTECrews20165_217-1' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20165-217'>[217]</a></sup>","November 8, 2005","Tuesday","November","2005","Tennessee"
"2006-01-13","Longwood, Florida","0","1","15-year-old Christopher Penley, took a pellet gun to class at Milwee Middle School. After refusing to drop the weapon, he was shot when he pointed it at a police officer.<sup id='cite_ref-347' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-347'>[347]</a></sup>","January 13, 2006","Friday","January","2006","Florida"
"2006-02-23","Roseburg, Oregon","0","1","14-year-old freshman Vincent Wayne Leodoro, shot student 16-year-old Joseph Monti, four times in the back with a semi-automatic handgun at <a href='https://en.wikipedia.org/wiki/Roseburg_High_School' title='Roseburg High School'>Roseburg High School</a>. Leodoro walked away from the school campus, and was confronted near a restaurant by six police officers. He threatened suicide but was persuaded to surrender.<sup id='cite_ref-348' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-348'>[348]</a></sup> He was found guilty of attempted murder and assault in July 2006, and will be held in prison until he turns twenty five years old.<sup id='cite_ref-349' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-349'>[349]</a></sup>","February 23, 2006","Thursday","February","2006","Oregon"
"2006-03-14","Reno, Nevada","0","2","<a href='https://en.wikipedia.org/wiki/Pine_Middle_School_shooting' title='Pine Middle School shooting'>Pine Middle School shooting</a>: In the hallway of Pine Middle School, 14-year-old James Scott Newman, injured two 14-year-old classmates, Alexander Rueda and Kenzie McKeon, with a revolver belonging to his parents. Two students received minor wounds. Newman was subdued by a physical education teacher. The youth was arrested and charged as an adult for attempted murder, use of a deadly weapon and use of a firearm by a minor.<sup id='cite_ref-350' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-350'>[350]</a></sup> He later pleaded guilty to charges of two counts of battery with a deadly weapon, and was sentenced as a juvenile. Newman was sentenced to house arrest until he completed two-hundred hours of community service.<sup id='cite_ref-351' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-351'>[351]</a></sup>","March 14, 2006","Tuesday","March","2006","Nevada"
"2006-08-24","Essex Junction, Vermont","2","3","Christopher Williams, 26, shot his girlfriend's mother, Linda Lambesis, 57 at her home and from there he went to Essex Elementary School where Andrea, his girlfriend, worked. After he arrived at the elementary school, which was not in session at the time, he shot and killed Mary Alicia Shanks, 56, and shot Mary Snedeker, 52, nonfatally. He left the school and allegedly shot Chad Johansen, 26 nonfatally. He then turned the gun on himself, but did not die as a result.<sup id='cite_ref-352' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-352'>[352]</a></sup>","August 24, 2006","Thursday","August","2006","Vermont"
"2006-08-30","Hillsborough, North Carolina","0","2","After shooting and killing his father, teenager Alvaro Castillo went to his high school, where he wounded two students. He was reportedly obsessed with the <a href='https://en.wikipedia.org/wiki/Columbine_shootings' class='mw-redirect' title='Columbine shootings'>Columbine shootings</a> and had written an email to the current Columbine high school principal before committing his own crime.<sup id='cite_ref-353' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-353'>[353]</a></sup>","August 30, 2006","Wednesday","August","2006","North Carolina"
"2006-09-02","Shepherdstown, West Virginia","3","0","49-year-old Douglas W. Pennington, killed himself and his two sons, 26-year-old Logan P. Pennington, 24-year-old Benjamin M. Pennington, during a visit to the campus of <a href='https://en.wikipedia.org/wiki/Shepherd_University' title='Shepherd University'>Shepherd University</a>.<sup id='cite_ref-354' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-354'>[354]</a></sup><sup id='cite_ref-355' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-355'>[355]</a></sup>","September 2, 2006","Saturday","September","2006","West Virginia"
"2006-09-17","Pittsburgh, Pennsylvania","0","5","Five Duquesne basketball players were shot early Sunday morning during an apparent act of random violence on campus, leaving three hospitalized&#160;— two of them in critical condition.<sup id='cite_ref-356' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-356'>[356]</a></sup>","September 17, 2006","Sunday","September","2006","Pennsylvania"
"2006-09-27","Bailey, Colorado","2","0","<a href='https://en.wikipedia.org/wiki/Platte_Canyon_High_School_hostage_crisis' title='Platte Canyon High School hostage crisis'>Platte Canyon High School hostage crisis</a>: 53-year-old drifter, Duane Roger Morrison, walked into <a href='https://en.wikipedia.org/wiki/Platte_Canyon_High_School' title='Platte Canyon High School'>Platte Canyon High School</a> and took six girls hostage. He sexually assaulted them. As a SWAT team stormed the classroom, he killed 16-year-old Emily Keyes, then took his own life.<sup id='cite_ref-357' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-357'>[357]</a></sup>","September 27, 2006","Wednesday","September","2006","Colorado"
"2006-09-29","Cazenovia, Wisconsin","1","0","<a href='https://en.wikipedia.org/wiki/Weston_High_School_shooting' title='Weston High School shooting'>Weston High School shooting</a>: At around 8&#160;a.m., 15-year-old freshman, Eric Hainstock, entered <a href='https://en.wikipedia.org/wiki/Weston_High_School_(Cazenovia,_Wisconsin)' title='Weston High School (Cazenovia, Wisconsin)'>Weston High School</a>. He aimed a 20-gauge shotgun at social studies teacher, Chuck Keller, before it was wrestled from him by school custodian, Dave Thompson. Hainstock then shot 49-year-old high school principal, John Alfred Klang, with a .22 caliber revolver. Klang died later that afternoon.<sup id='cite_ref-FOOTNOTELebrun2008181_358-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTELebrun2008181-358'>[358]</a></sup><sup id='cite_ref-359' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-359'>[359]</a></sup> Hainstock was charged and convicted of murder, and is serving a life sentence. He will be eligible for parole in 2037.<sup id='cite_ref-FOOTNOTECrews20165_217-2' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20165-217'>[217]</a></sup><sup id='cite_ref-FOOTNOTEKlein201388_360-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEKlein201388-360'>[360]</a></sup>","September 29, 2006","Friday","September","2006","Wisconsin"
"2006-10-02","Nickel Mines, Pennsylvania","6","3","<a href='https://en.wikipedia.org/wiki/West_Nickel_Mines_School_shooting' title='West Nickel Mines School shooting'>West Nickel Mines School shooting</a>: 32-year-old milk truck driver, Charles Carl Roberts IV, killed five <a href='https://en.wikipedia.org/wiki/Amish' title='Amish'>Amish</a> girls and wounded five others before killing himself in an Amish school in the hamlet of Nickel Mines, in Bart Township, Lancaster County.<sup id='cite_ref-361' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-361'>[361]</a></sup>","October 2, 2006","Monday","October","2006","Pennsylvania"
"2006-10-09","Joplin, Missouri","0","0","13-year-old student Thomas White fired one shot from a <a href='https://en.wikipedia.org/wiki/Mac-90' class='mw-redirect' title='Mac-90'>Mac-90</a> rifle at a hallway ceiling at Memorial Middle School. The gunshot struck a water pipe, and nobody was injured. He also tried repeatedly to shoot principal Stephen Gilbreth at near-point-blank range as Gilbreth ushered him out of the school. Joplin police say the attempt was foiled by an improperly seated ammunition clip in the rifle. The principal was not injured. White was tried as an adult on charges of assault and firearms possession, and in 2009 he was sentenced to ten years of prison.<sup id='cite_ref-362' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-362'>[362]</a></sup>","October 9, 2006","Monday","October","2006","Missouri"
"2007-01-03","Tacoma, Washington","1","0","18-year-old student Douglas S. Chanthabouly, killed 17-year-old Samnang Kok, in the hallways of <a href='https://en.wikipedia.org/wiki/Henry_Foss_High_School' title='Henry Foss High School'>Henry Foss High School</a> following a personal disagreement. In 2009, Chanthabouly was sentenced to 23 years in prison on a charge of second-degree murder.<sup id='cite_ref-363' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-363'>[363]</a></sup>","January 3, 2007","Wednesday","January","2007","Washington"
"2007-03-07","Compton, California","0","1","During an argument with several non-students and students, a student was shot in the elbow and wounded in the eating area at <a href='https://en.wikipedia.org/wiki/Centennial_High_School_(Compton,_California)' title='Centennial High School (Compton, California)'>Centennial High School</a>. The shooting occurred an hour after classes were dismissed, and students in after-school activities were sent home.<sup id='cite_ref-364' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-364'>[364]</a></sup>","March 7, 2007","Wednesday","March","2007","California"
"2007-04-16","Blacksburg, Virginia","33","23","<a href='https://en.wikipedia.org/wiki/Virginia_Tech_shooting' title='Virginia Tech shooting'>Virginia Tech shooting</a>: 23-year-old student, <a href='https://en.wikipedia.org/wiki/Seung-Hui_Cho' title='Seung-Hui Cho'>Seung-Hui Cho</a>, killed thirty-two students and faculty members at <a href='https://en.wikipedia.org/wiki/Virginia_Tech' title='Virginia Tech'>Virginia Tech</a>, and wounded another seventeen students and faculty members in two separate attacks before committing suicide. The incident is the third-deadliest mass shooting by a single gunman in modern U.S. history.","April 16, 2007","Monday","April","2007","Virginia"
"2007-10-10","Cleveland, Ohio","1","4","<a href='https://en.wikipedia.org/wiki/SuccessTech_Academy_shooting' title='SuccessTech Academy shooting'>SuccessTech Academy shooting</a>: Asa H. Coon, a 14-year-old suspended student, returned to <a href='https://en.wikipedia.org/wiki/SuccessTech_Academy' title='SuccessTech Academy'>SuccessTech Academy</a>, where he fired shots at people inside the school building, wounding two teachers and two students. He shot himself in the head, committing suicide.<sup id='cite_ref-FOOTNOTEKlein2013154_277-2' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEKlein2013154-277'>[277]</a></sup><sup id='cite_ref-365' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-365'>[365]</a></sup>","October 10, 2007","Wednesday","October","2007","Ohio"
"2007-11-06","Miami Gardens, Florida","0","1","43-year-old 11th grade algebra teacher, Sergio Miranda, was shot by 19-year-old Patrick Lively, outside <a href='https://en.wikipedia.org/wiki/Miami_Carol_City_Senior_High_School' title='Miami Carol City Senior High School'>Miami Carol City Senior High School</a> during a robbery but was expected to survive.<sup id='cite_ref-366' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-366'>[366]</a></sup><sup id='cite_ref-367' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-367'>[367]</a></sup> In 2011, Lively received a life sentence.<sup id='cite_ref-368' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-368'>[368]</a></sup>","November 6, 2007","Tuesday","November","2007","Florida"
"2008-02-04","Memphis, Tennessee","0","1","At Hamilton High School, a student shot a 16-year-old student in the leg during a classroom argument over rap music. The victim's injury was not life-threatening.<sup id='cite_ref-369' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-369'>[369]</a></sup>","February 4, 2008","Monday","February","2008","Tennessee"
"2008-02-08","Baton Rouge, Louisiana","3","0","Latina Williams, a 23-year-old nursing student at <a href='https://en.wikipedia.org/wiki/Louisiana_Technical_College' title='Louisiana Technical College'>Louisiana Technical College</a> killed two classmates and herself in a second floor classroom.<sup id='cite_ref-370' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-370'>[370]</a></sup>","February 8, 2008","Friday","February","2008","Louisiana"
"2008-02-11","Memphis, Tennessee","0","1","Following a feud that started off campus earlier in the week, a 19-year-old senior was shot by a 17-year-old sophomore during a gym class held in the cafeteria with about 75 other students at <a href='https://en.wikipedia.org/wiki/Mitchell_High_School_(Tennessee)' title='Mitchell High School (Tennessee)'>Mitchell High School</a>, before handing the gun to a coach making no attempt to flee. The victim suffered at least two gunshot wounds and was in critical condition, the suspected shooter was in custody. 'He walked up to him, shot him, and made a statement to the coach that 'It's over now,' ', said principal, Daniel Ware.<sup id='cite_ref-371' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-371'>[371]</a></sup>","February 11, 2008","Monday","February","2008","Tennessee"
"2008-02-12","Oxnard, California","1","0","<a href='https://en.wikipedia.org/wiki/Murder_of_Larry_King' title='Murder of Larry King'>Murder of Larry King</a>: 14-year-old Brandon McInerney, shot 15-year-old Lawrence 'Larry' King, twice in the head in the computer laboratory of <a href='https://en.wikipedia.org/wiki/E.O._Green_Junior_High_School' class='mw-redirect' title='E.O. Green Junior High School'>E.O. Green Junior High School</a>. McInerney was apprehended in a nearby neighborhood. King, who was openly homosexual, died two days later. McInerney was initially charged with a <a href='https://en.wikipedia.org/wiki/Hate_crime' title='Hate crime'>hate crime</a>, but that charge was dropped. McInerney pleaded guilty to second-degree murder and was sentenced to 21 years in prison.<sup id='cite_ref-372' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-372'>[372]</a></sup>","February 12, 2008","Tuesday","February","2008","California"
"2008-02-14","DeKalb, Illinois","6","21","<a href='https://en.wikipedia.org/wiki/Northern_Illinois_University_shooting' title='Northern Illinois University shooting'>Northern Illinois University shooting</a>: 27-year-old Steven Kazmierczak, shot multiple people with a shotgun in a classroom of <a href='https://en.wikipedia.org/wiki/Northern_Illinois_University' title='Northern Illinois University'>Northern Illinois University</a>, killing five and injuring 21, before taking his own life. Kazmierczak was not enrolled at the university, but had attended in the years prior to the attack.<sup id='cite_ref-373' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-373'>[373]</a></sup>","February 14, 2008","Thursday","February","2008","Illinois"
"2008-08-14","Federal Way, Washington","1","0","26-year-old Omero Mendez was waiting at the Lakota Middle School campus to pick up his girlfriend's son. He was confronted by 16-year-old Luis F. Cosgaya-Alvarez and two of his friends, driving in an <a href='https://en.wikipedia.org/wiki/SUV' class='mw-redirect' title='SUV'>SUV</a>. Cosgaya-Alvarez flashed gang signs at Mendez, and shot him once in the head. Mendez later died of his injuries. Cosgaya-Alvarez was arrested a few days later in <a href='https://en.wikipedia.org/wiki/Seattle' title='Seattle'>Seattle</a> and was charged with murder. Cosgaya-Alvarez pleaded guilty to murder and weapon enhancements, and was sentenced to eighteen years in prison.<sup id='cite_ref-374' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-374'>[374]</a></sup>","August 14, 2008","Thursday","August","2008","Washington"
"2008-08-21","Knoxville, Tennessee","1","0","At <a href='https://en.wikipedia.org/wiki/Central_High_School_(Knoxville,_Tennessee)' title='Central High School (Knoxville, Tennessee)'>Central High School</a>, 15-year-old Jamar Siler killed 15-year-old Ryan McDonald. In 2011, Siler was sentenced to thirty years in prison after pleading guilty to murder in a plea agreement.<sup id='cite_ref-FOOTNOTECrews20168_164-16' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20168-164'>[164]</a></sup>","August 21, 2008","Thursday","August","2008","Tennessee"
"2008-09-02","Willoughby, Ohio","0","0","A 15-year-old student brought a handgun into <a href='https://en.wikipedia.org/wiki/South_High_School_(Willoughby,_Ohio)' title='South High School (Willoughby, Ohio)'>South High School</a>, and shot two rounds, one into the ceiling and one shattering a trophy case. The student then put the gun to his head. Then Assistant Principal Jeff Lyons talked the student out of doing any harm.","September 2, 2008","Tuesday","September","2008","Ohio"
"2008-10-16","Detroit, Michigan","1","3","16-year-old Christopher Walker, was killed, and three other teenagers were seriously wounded during a drive-by shooting near <a href='https://en.wikipedia.org/wiki/Henry_Ford_High_School_(Detroit,_Michigan)' title='Henry Ford High School (Detroit, Michigan)'>Henry Ford High School</a>, soon after classes let out. Three teenagers were arrested and charged in connection with the shooting. The shooter, 15-year-old William Morton, was sentenced to life without parole, and Devon Bell was sentenced to forty-two years of prison.<sup id='cite_ref-375' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-375'>[375]</a></sup>","October 16, 2008","Thursday","October","2008","Michigan"
"2008-10-26","Conway, Arkansas","2","1","<a href='https://en.wikipedia.org/wiki/University_of_Central_Arkansas_shootings' title='University of Central Arkansas shootings'>University of Central Arkansas shootings</a>: Four young men fatally shot two students, 18-year-old Ryan Henderson, and 19-year-old Chavares Block, and wounded a 19-year-old campus visitor in the leg, outside the Arkansas Hall dormitory of <a href='https://en.wikipedia.org/wiki/University_of_Central_Arkansas' title='University of Central Arkansas'>University of Central Arkansas</a>.<sup id='cite_ref-376' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-376'>[376]</a></sup>","October 26, 2008","Sunday","October","2008","Arkansas"
"2008-11-13","Fort Lauderdale, Florida","1","0","15-year-old Amanda Collette, was killed in the hallway at <a href='https://en.wikipedia.org/wiki/Dillard_High_School' title='Dillard High School'>Dillard High School</a>. The shooter, 15-year-old Teah Wimberly, was sentenced to twenty-five years to life on a first-degree murder charge.<sup id='cite_ref-bsun114_377-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-bsun114-377'>[377]</a></sup>","November 13, 2008","Thursday","November","2008","Florida"
"2009-01-09","Chicago, Illinois","0","5","After attendees were leaving a basketball game at <a href='https://en.wikipedia.org/wiki/Dunbar_High_School_(Chicago)' class='mw-redirect' title='Dunbar High School (Chicago)'>Dunbar High School</a>, a truck pulled over and someone inside fired shots at the crowd, wounding five people, three critically. 18-year-old Georgio Dukes, was arrested and charged a week later with five counts of felony aggravated battery with a firearm. Police believe that the attack was gang-related.<sup id='cite_ref-378' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-378'>[378]</a></sup>","January 9, 2009","Friday","January","2009","Illinois"
"2009-04-26","Hampton, Virginia","0","3","18-year-old Odane Greg Maye, a former student of <a href='https://en.wikipedia.org/wiki/Hampton_University' title='Hampton University'>Hampton University</a>, followed a 43-year-old pizza delivery man into his former dormitory. Armed with three guns, Maye wounded the delivery man, then the dorm monitor. Lastly, Maye shot himself in a suicide attempt. He survived and was convicted of two charges of malicious wounding, two counts of using a gun in a felony; burglary; and shooting in an occupied building. He was sentenced to fourteen years of prison in November 2009, and was ordered by a judge to pay more than $62,000 in restitution to his victims for lost wages.<sup id='cite_ref-379' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-379'>[379]</a></sup>","April 26, 2009","Sunday","April","2009","Virginia"
